0.54475534,0.2065137,0.6062426,0.87182254,0.9874919,0.0904361,0.25302476,0.26823258,0.9154969,0.6582855,0.86057353,0.9449416,0.7107803,0.76390636,0.28535277,0.402609,0.19895458,0.16408765,0.1039086,0.13094229
0.7915296,0.6972675,0.09915644,0.46716356,0.19378966,0.619508,0.719143,0.16469562,0.40395045,0.112401426,0.3811823,0.10095,0.45644784,0.716356,0.8924177,0.66297686,0.22168285,0.5096258,0.32935423,0.14234722
0.7856986,0.48989898,0.7862638,0.8115661,0.24513924,0.24010861,0.123689234,0.1279583,0.28896612,0.12873584,0.35469103,0.13806707,0.71807325,0.53452176,0.3774389,0.35280252,0.022983551,0.46773553,0.636324,0.53105927
0.75809205,0.9130969,0.98744637,0.67233187,0.44819582,0.90892106,0.77590674,0.6697746,0.46263617,0.17232257,0.5233247,0.98478276,0.11144543,0.39261216,0.92481035,0.12645441,0.980932,0.09649688,0.92225415,0.66493523
0.64391315,0.45484245,0.7694817,0.39339137,0.5366831,0.32190436,0.8707066,0.008747518,0.7152333,0.8677377,0.7600885,0.9304109,0.98525304,0.9220779,0.40780538,0.430418,0.5846151,0.056336045,0.6228855,0.3627177
0.3809216,0.9856383,0.9425644,0.76952547,0.74931926,0.28597397,0.83115536,0.06286186,0.48873103,0.483334,0.092746556,0.44059342,0.4443738,0.08083403,0.6093781,0.07172412,0.8286624,0.29518563,0.6166731,0.4201073
0.30832583,0.3530751,0.47624403,0.19286948,0.89309984,0.12411672,0.63292634,0.8292085,0.5411877,0.44554955,0.7501468,0.17990577,0.41197187,0.13558453,0.7362705,0.7097395,0.7229863,0.25532013,0.06104076,0.46938145
0.283063,0.15505993,0.38019627,0.53199273,0.7355397,0.946939,0.7976736,0.33345228,0.822934,0.8823773,0.31786972,0.618253,0.68156344,0.22141778,0.7900713,0.6910898,0.10166776,0.46623975,0.23956043,0.3394972
0.70103014,0.3534159,0.32686776,0.33547616,0.6007898,0.9872787,0.72061694,0.9029677,0.15674907,0.95247537,0.6908222,0.19402087,0.06370431,0.16942793,0.035506904,0.7634257,0.19229317,0.6924513,0.24253422,0.30852568
0.8917598,0.84384805,0.650385,0.25445575,0.27127665,0.23015457,0.09176046,0.83869404,0.71754587,0.8823693,0.36708707,0.85083526,0.10650754,0.71127355,0.18720955,0.67368335,0.70036143,0.48063964,0.83468884,0.09475857
0.022975624,0.85377157,0.104343414,0.28047436,0.6538508,0.4979306,0.19979483,0.79019415,0.54954815,0.67159384,0.59209883,0.20485288,0.60877866,0.47209942,0.5534524,0.14545822,0.90982735,0.7618045,0.28413552,0.12555605
0.90999335,0.8762435,0.99799204,0.0084888935,0.2284677,0.9546757,0.6539596,0.34892887,0.44805753,0.71857923,0.0039100647,0.8096209,0.1797688,0.37008083,0.24683005,0.33740824,0.9234324,0.23916364,0.532395,0.8848377
0.24850678,0.05969417,0.00644511,0.7158787,0.8061845,0.9218533,0.9210607,0.82354665,0.20874852,0.93570125,0.8315164,0.24799925,0.05754316,0.79628277,0.7349925,0.23896283,0.14178962,0.20525712,0.9368479,0.8755777
0.21818209,0.868554,0.6639731,0.90625286,0.0749113,0.63197714,0.3446476,0.068412006,0.28068584,0.8392999,0.5115655,0.36365682,0.2890647,0.70872754,0.34875703,0.994496,0.93946433,0.98034513,0.31060463,0.1921336
0.8154586,0.22271055,0.34257823,0.19176602,0.14387298,0.3929035,0.9434094,0.124168456,0.71011835,0.52430874,0.7260393,0.4266407,0.021830142,0.78738755,0.94633806,0.22408819,0.3118196,0.027204573,0.42555904,0.705194
0.8654667,0.17882836,0.46832383,0.37699324,0.82553095,0.8044541,0.50698644,0.8319111,0.16406882,0.093042195,0.5763654,0.83847356,0.85696435,0.45804238,0.30762196,0.82867366,0.3093866,0.77499986,0.27866942,0.8004315
0.86897933,0.8951255,0.5344001,0.24391478,0.016899467,0.80880827,0.13701802,0.73534995,0.6976615,0.6706843,0.032947958,0.1523146,0.6004414,0.17732191,0.7482775,0.53493476,0.89570487,0.66886944,0.35721612,0.6595267
0.2383824,0.60969603,0.6397769,0.06589532,0.013515711,0.08253193,0.21691269,0.864204,0.66413593,0.14877003,0.4086752,0.7650747,0.7346613,0.69705236,0.94587654,0.107682705,0.32463616,0.36819142,0.3390597,0.6307271
0.5827706,0.07118446,0.76945597,0.87357557,0.92270124,0.5518109,0.5542485,0.89687586,0.5954762,0.5758542,0.86969215,0.7770082,0.17539126,0.575794,0.42134792,0.51805544,0.4258917,0.5225858,0.40987355,0.18265927
0.2128107,0.19303155,0.03419113,0.34917778,0.0540784,0.65297276,0.7403412,0.39274472,0.33552366,0.87631994,0.3459888,0.23977733,0.076903224,0.9990126,0.19314718,0.2686125,0.8968896,0.29516608,0.87009126,0.8407771
0.30426246,0.9016081,0.5410206,0.7011878,0.5967492,0.7760165,0.67819434,0.2489441,0.6287081,0.7290295,0.80823106,0.48391658,0.986345,0.03363061,0.3735829,0.58524966,0.06248939,0.016158342,0.6734352,0.391828
0.9315208,0.9026874,0.8882461,0.9263113,0.3657806,0.57868606,0.16256022,0.40844136,0.883989,0.52213037,0.40760505,0.301315,0.8115775,0.47436202,0.056765676,0.83930165,0.39994937,0.6893181,0.7237966,0.29037637
0.03441298,0.5885078,0.98994744,0.98999846,0.001968503,0.21420467,0.90912145,0.647188,0.6865231,0.28739977,0.9405613,0.49956495,0.41533792,0.9230327,0.033417165,0.9047495,0.055118978,0.8684429,0.4543364,0.46723276
0.7857921,0.9727712,0.7335124,0.7500608,0.6725907,0.69174945,0.7507614,0.017948866,0.36697334,0.37607443,0.11168069,0.5553577,0.17785889,0.14033765,0.8716248,0.7600869,0.45101517,0.25440496,0.011730909,0.32030118
0.9712304,0.5573813,0.9251278,0.14423859,0.2434544,0.63586247,0.8992819,0.51478684,0.20323563,0.3911655,0.89848244,0.596131,0.49512643,0.59585345,0.3463328,0.988525,0.7166139,0.034852624,0.7826501,0.31027913
0.59545696,0.26120162,0.2253328,0.26720327,0.18036073,0.5723091,0.048350394,0.6123193,0.10699695,0.19594902,0.059088826,0.52392983,0.1719979,0.455651,0.07993835,0.5364366,0.0052337646,0.5480664,0.4558794,0.82913727
0.04275471,0.60925144,0.4609639,0.6500819,0.14829946,0.7926343,0.70005226,0.5045551,0.9564969,0.24300504,0.517187,0.97464746,0.9384725,0.42578715,0.7457898,0.65428126,0.84586155,0.18120694,0.2738952,0.59765446
0.35498893,0.6519934,0.2818203,0.31833404,0.94991577,0.3324387,0.9765436,0.95969886,0.8060791,0.5177615,0.56344396,0.8070682,0.7910954,0.12963349,0.00024467707,0.2166059,0.46661854,0.8291327,0.20050865,0.9179407
0.61406046,0.6567313,0.35847008,0.6792903,0.538288,0.12501884,0.93613833,0.6194057,0.6240404,0.16117954,0.20786548,0.6756785,0.17861706,0.69593805,0.019450426,0.8284398,0.99136484,0.6179021,0.12195176,0.4507693
0.9788716,0.43873113,0.12401569,0.16927171,0.67186844,0.13266021,0.1099422,0.56826735,0.04130578,0.56883854,0.6506229,0.8211072,0.38626474,0.3985042,0.1453914,0.7958785,0.2887935,0.60350966,0.24233633,0.8600097
0.85471857,0.03794366,0.52966213,0.55452365,0.9698477,0.43000573,0.7641909,0.18531567,0.2805062,0.8400851,0.5964244,0.4327348,0.68959856,0.6424474,0.67709666,0.16154289,0.3874275,0.32658023,0.023551345,0.9612297
0.7607835,0.8960739,0.303546,0.40614295,0.58524585,0.33032537,0.38435948,0.3913347,0.10085821,0.07063472,0.57555676,0.089882135,0.036715806,0.69711274,0.6384046,0.1351822,0.58294904,0.09134269,0.5977175,0.34992015
0.0614388,0.8220045,0.7213431,0.46431154,0.85213834,0.088820875,0.71486723,0.7254538,0.30159456,0.4566629,0.20714653,0.59325,0.39008188,0.1700418,0.6219452,0.8574557,0.33383465,0.35429817,0.81570405,0.9159736
