0.40539104,0.71076256,0.03642857,0.6423987,0.27539182,0.33457404,0.49726033,0.919094,0.78136116,0.5414201,0.1420455,0.7264892,0.91024804,0.63601404,0.8350509,0.890873,0.40387577,0.2289207,0.10059929,0.8009282,0.47597808,0.4500999,0.46089298,0.03873259,0.034302413,0.3960132,0.03172773,0.1225754,0.7158978,0.4563139,0.4881336,0.4087667,0.2199812,0.5652972,0.32017517,0.35640544,0.12621439,0.33991635,0.65869576,0.4915666,0.8993011,0.35384083,0.48951215,0.36745203,0.49725235,0.42826277,0.885098,0.30644262,0.8046347,0.8046694,0.8272295,0.49606115,0.23641276,0.98796606,0.105944514,0.33254242,0.7314597,0.3353622,0.5344379,0.4771331,0.06199038,0.65551823,0.7179202,0.6208671,0.22915864,0.53102446,0.69478023,0.44004977,0.20454592,0.8210901,0.71302634,0.64432675,0.64475703,0.0022674203,0.4212821,0.8868506,0.39608306,0.8486054,0.52266544,0.63543254,0.7934186,0.14619368,0.63013256,0.4896297,0.95111686,0.7275072,0.1315459,0.98124856,0.037749767,0.14356977,0.6243801,0.12154591,0.5648895,0.4410609,0.7294752,0.5185912,0.26124507,0.324966,0.34972274,0.74224806
0.93383336,0.098055184,0.6604915,0.9288324,0.103165984,0.19311374,0.43099463,0.3674118,0.066486835,0.6086248,0.4236557,0.055030167,0.69595236,0.07236767,0.9270991,0.7789796,0.40193635,0.7110085,0.7465528,0.97064763,0.9891146,0.17917061,0.0075898767,0.5914099,0.31616646,0.40562296,0.24327344,0.8509623,0.8828869,0.87681323,0.18141568,0.7897772,0.88740605,0.9019439,0.8466171,0.47743255,0.06784719,0.9649389,0.3900159,0.6598016,0.56577134,0.53379315,0.6783671,0.56643677,0.7888532,0.88268554,0.952567,0.8300559,0.0805645,0.7802679,0.52776223,0.6128632,0.40411103,0.9593486,0.15442103,0.780359,0.14431137,0.14381349,0.8271678,0.95092666,0.49214828,0.117913604,0.81464803,0.14374423,0.6245839,0.8383015,0.9253389,0.6181322,0.12234527,0.10205698,0.76931316,0.3130163,0.33859146,0.4653178,0.2115717,0.07111126,0.31901872,0.6969439,0.57402647,0.6430066,0.89870375,0.76527655,0.59054357,0.18797272,0.7832004,0.3947358,0.29271883,0.18755084,0.0007542968,0.9866151,0.8268437,0.019685805,0.9056096,0.7147232,0.71337146,0.20604116,0.30138868,0.6530969,0.04675734,0.7193499
0.8387796,0.6900501,0.5700477,0.44467854,0.6754903,0.5516257,0.1125437,0.5925158,0.14300889,0.080153465,0.83895004,0.19694906,0.8533248,0.67530316,0.38971078,0.90190023,0.46545452,0.57305145,0.8733846,0.06861299,0.12228638,0.21814376,0.31591284,0.7406127,0.24034613,0.12482542,0.15176123,0.9275142,0.7314673,0.9101937,0.054683745,0.45348823,0.60492516,0.118267834,0.09633279,0.7748924,0.084417105,0.86973345,0.09905559,0.89021575,0.5427383,0.62801653,0.68274426,0.57073104,0.34082538,0.23365241,0.19594514,0.11322892,0.55167055,0.18985969,0.6404924,0.74815696,0.75067675,0.23977494,0.053770125,0.25494713,0.24069601,0.7312308,0.99092233,0.5237511,0.13961053,0.3546716,0.8699044,0.4208972,0.7398785,0.048556685,0.68802285,0.96531016,0.9802402,0.4085406,0.7184533,0.51639265,0.71364915,0.8362347,0.30249083,0.056273162,0.45062774,0.708056,0.50183445,0.8276837,0.032099903,0.8212707,0.006590247,0.4078071,0.14526981,0.437984,0.35306263,0.8532645,0.307091,0.39115077,0.920939,0.5136158,0.9881864,0.12179983,0.28375304,0.9842768,0.9643466,0.89815944,0.34670126,0.99172395
0.12720841,0.85466164,0.47799486,0.4796117,0.87735844,0.9740895,0.27287346,0.3747877,0.023763835,0.09690255,0.3050204,0.516149,0.8442631,0.86249757,0.5267346,0.36513865,0.5810417,0.978175,0.9015231,0.41865802,0.7667628,0.827078,0.90080243,0.5810784,0.3201666,0.0044385195,0.14399284,0.6496324,0.79590124,0.5315582,0.36392128,0.40249324,0.6799921,0.31489426,0.11802828,0.5797189,0.697322,0.14097607,0.13953519,0.3993801,0.98650986,0.020735085,0.518598,0.14495778,0.048283637,0.09483749,0.2520135,0.6431866,0.9030843,0.29578042,0.13811862,0.14569908,0.823922,0.18971252,0.48156428,0.5176064,0.8674278,0.20237172,0.82275444,0.15285212,0.73538,0.3500991,0.55061406,0.115383446,0.71429735,0.31150442,0.11773348,0.85988975,0.5080593,0.8963725,0.5558438,0.6941823,0.740964,0.029404461,0.5414194,0.083658576,0.16772443,0.748978,0.4634564,0.47842842,0.0086144805,0.21943039,0.0046595335,0.0035229325,0.03582591,0.86159414,0.61039823,0.6885113,0.24031454,0.002994001,0.080761075,0.653243,0.38925147,0.4945084,0.6125917,0.14248163,0.07822347,0.33085507,0.5509914,0.65107465
0.63416815,0.03720975,0.18786567,0.06139201,0.8137976,0.40096945,0.9647751,0.8052559,0.3150614,0.8330652,0.56895804,0.96646744,0.71154714,0.7165625,0.85999924,0.2973597,0.8338163,0.33257306,0.06940341,0.4206258,0.81668454,0.9218776,0.375296,0.71998304,0.15836257,0.81690943,0.49693274,0.85639894,0.22139847,0.16279876,0.62911606,0.2350496,0.96247977,0.20293337,0.8441482,0.25698614,0.804963,0.5498731,0.6024043,0.5111663,0.4048866,0.9075928,0.5880078,0.77615416,0.62945867,0.52932024,0.10081673,0.07444966,0.9581274,0.09216583,0.6399302,0.38039136,0.2876078,0.598421,0.86363924,0.18977916,0.8522819,0.057666183,0.46920997,0.32332873,0.92153317,0.08599532,0.33919835,0.5392457,0.23228109,0.16075873,0.5310181,0.8168174,0.8570787,0.031885505,0.12948942,0.18014276,0.37807387,0.5308492,0.9186117,0.6406424,0.64702356,0.15712893,0.33331728,0.10571051,0.5636822,0.22928363,0.4771564,0.45607275,0.25854474,0.48829132,0.9422315,0.13429445,0.75970286,0.6504281,0.7343998,0.25979435,0.5710436,0.13325644,0.6713079,0.53471655,0.65961176,0.47618884,0.87909985,0.028159201
0.35895234,0.44245976,0.7704009,0.14700466,0.74716544,0.6367375,0.542134,0.91243136,0.5132882,0.42074984,0.7235416,0.4163177,0.98550624,0.4343133,0.39437753,0.26827747,0.20335686,0.78220034,0.34058642,0.3977059,0.57024306,0.214813,0.084965885,0.13825613,0.114527404,0.68324137,0.27552956,0.10571617,0.7110828,0.7922947,0.1611135,0.46087164,0.2948259,0.23261935,0.26647675,0.8559845,0.7085682,0.1772039,0.26758975,0.9913208,0.4192989,0.5469286,0.7928779,0.7657118,0.33999163,0.14886522,0.94742364,0.77188396,0.9157145,0.27380067,0.39883006,0.22933632,0.40905255,0.6660942,0.002412498,0.79176974,0.027493,0.62178224,0.9360137,0.21964306,0.64366984,0.3525911,0.4924581,0.84838504,0.5923297,0.43385494,0.45807654,0.021881819,0.51888317,0.8489862,0.95757717,0.21924931,0.9997221,0.23484105,0.26198637,0.5999637,0.92371166,0.6498959,0.19159591,0.54092544,0.45756298,0.43797916,0.28219348,0.8922417,0.5639174,0.2811007,0.11503446,0.22896725,0.8935835,0.9336672,0.35740376,0.03984046,0.44212258,0.02981031,0.5481069,0.3382541,0.48007435,0.6669179,0.58385825,0.9734015
0.26452035,0.35159898,0.6359268,0.15632081,0.44747645,0.5417037,0.47768253,0.959633,0.15954053,0.43856055,0.4774024,0.5656748,0.6585589,0.14129853,0.8747891,0.33657408,0.34566808,0.67683774,0.5290886,0.60479194,0.7803846,0.90214,0.05541253,0.50878674,0.95920765,0.49020797,0.45478708,0.65476865,0.48179996,0.07348442,0.97662926,0.46850544,0.5277616,0.61910385,0.7627983,0.72284824,0.018220603,0.33943224,0.20235276,0.098774254,0.13532627,0.8163381,0.14291501,0.60783696,0.86151403,0.6600958,0.3571924,0.7440885,0.75109166,0.29811805,0.75286293,0.51635253,0.3602252,0.8998946,0.06736344,0.15413624,0.7208286,0.13510615,0.899143,0.91206086,0.4134214,0.60067266,0.8106063,0.5298866,0.92782676,0.7857317,0.89092433,0.6537378,0.86365694,0.6300964,0.46965498,0.25641882,0.010153174,0.17152905,0.6200254,0.8021355,0.15146297,0.5171456,0.3265193,0.07601017,0.18749148,0.8524051,0.6606926,0.9759285,0.5549862,0.40053988,0.7592214,0.673987,0.13310128,0.029000461,0.75958747,0.95232,0.13351887,0.05441779,0.3103022,0.3051595,0.4536777,0.75136256,0.7317086,0.63366604
0.19983542,0.8302892,0.22759902,0.45091057,0.12721515,0.93600196,0.63973635,0.7982968,0.026945233,0.17284107,0.70937645,0.051268756,0.24363041,0.10298878,0.07543534,0.5229278,0.087388754,0.0012832284,0.92234045,0.17125678,0.7748247,0.45888662,0.25696403,0.1786952,0.008132696,0.3475924,0.13176566,0.91417974,0.9023809,0.20326996,0.8356666,0.32338315,0.14191443,0.35937124,0.22858405,0.79570836,0.2426815,0.998604,0.44130522,0.12548715,0.33915108,0.38820386,0.9460265,0.6577297,0.83387786,0.86403984,0.037457228,0.65668935,0.17960596,0.48537105,0.1285705,0.6615996,0.35043108,0.28636444,0.98834765,0.016474843,0.81500006,0.96235067,0.92342514,0.7061388,0.7781467,0.63656867,0.18885577,0.36619955,0.47164273,0.48553795,0.87473387,0.2500028,0.4878794,0.49143004,0.57027286,0.6802927,0.97138435,0.32676762,0.8334919,0.14843714,0.3661242,0.998738,0.3386144,0.76351976,0.060283184,0.051088274,0.43159413,0.9945358,0.7548193,0.99411285,0.2964924,0.17606848,0.8676673,0.17094827,0.3235106,0.050769508,0.23753041,0.525298,0.13910896,0.7183723,0.45062637,0.68209034,0.9496204,0.3151201
0.22979468,0.2244423,0.6309945,0.19245791,0.94635695,0.7417071,0.043210268,0.31176996,0.04602897,0.9041183,0.1388241,0.8424075,0.25180715,0.11829406,0.33767545,0.8718893,0.8023737,0.20302999,0.18993187,0.57785445,0.038451493,0.21755224,0.8548818,0.33895862,0.9273035,0.803949,0.3988214,0.3998844,0.5810227,0.03427738,0.83781385,0.80408156,0.35096008,0.72116095,0.6753405,0.7597413,0.7675579,0.9399924,0.4330563,0.11348653,0.4912668,0.9191874,0.3352521,0.55924463,0.30544025,0.03160292,0.19476336,0.27785772,0.7650539,0.34624332,0.15748703,0.5170094,0.9183386,0.9039072,0.68522215,0.42244923,0.6843962,0.72809124,0.6865585,0.59975237,0.1892423,0.74875367,0.027224839,0.43937773,0.08019334,0.66627496,0.060288787,0.51152486,0.611505,0.4579683,0.2948683,0.566352,0.04962319,0.27131528,0.19340765,0.4774192,0.24234599,0.73750705,0.93075013,0.057100236,0.23768657,0.6758105,0.6202664,0.9613705,0.8537233,0.57874936,0.8979966,0.7982097,0.38143182,0.31202114,0.07246637,0.90194875,0.44720048,0.30308336,0.49429685,0.26543933,0.9432924,0.576058,0.10252845,0.28438956
0.2283755,0.71614075,0.21069628,0.432038,0.9158541,0.8477942,0.3668334,0.70378363,0.8653704,0.105353415,0.0040016174,0.9107196,0.4696442,0.75335854,0.20596135,0.17741889,0.79017276,0.4324904,0.7204365,0.14722413,0.26612782,0.88727796,0.057768524,0.30564845,0.706945,0.20922661,0.72545666,0.93387514,0.7955651,0.7896881,0.87048584,0.44486386,0.27564615,0.40267217,0.6872947,0.7208883,0.7652709,0.9107808,0.6223856,0.47247177,0.9589314,0.51492363,0.8638097,0.08153051,0.8156509,0.14520645,0.17848724,0.11661017,0.7791348,0.39082056,0.07095128,0.79899806,0.17189449,0.34025472,0.83802795,0.38205487,0.84576154,0.9048056,0.6167669,0.5917174,0.8806852,0.31358922,0.77814883,0.23576653,0.9220746,0.6449305,0.67914754,0.59586656,0.9205341,0.31173658,0.11554986,0.85858816,0.7995353,0.83358234,0.9602086,0.080644846,0.37342173,0.3480122,0.6908808,0.34748536,0.358836,0.9551767,0.18623191,0.9931659,0.76099855,0.73078096,0.61932266,0.7369894,0.0040054917,0.8915074,0.38739705,0.670766,0.46156037,0.9696241,0.8153355,0.71936274,0.16443408,0.32110673,0.046423078,0.005027652
